product_id,product_name,category,unit_cost,shelf_life_days
P000466,Kellogg's Gravy Granules 190g,Food,0.74,14
P000467,Colgate Toothbrush 4ct,Personal Care,0.93,365
P000468,Bisto Frozen Chips 1.5kg,Food,2.51,7
P000469,Gillette Nappies Size 5,Personal Care,7.28,365
P000470,Chivers Greek Yogurt 500g,Food,1.59,365
P000471,Tesco Baby Wipes 64ct,Personal Care,1.02,1095
P000472,Nestlé Gravy Granules 190g,Food,0.65,90
P000473,Dettol Toothpaste 75ml,Personal Care,0.93,1095
P000474,Ballygowan Iced Coffee 250ml,Beverage,0.59,30
P000475,Gillette Deodorant 150ml,Personal Care,1.85,730
P000476,Weetabix Cheddar Cheese 400g,Food,1.77,180
P000477,Coca-Cola Instant Coffee 200g,Beverage,1.91,365
P000478,Pampers Shampoo 400ml,Personal Care,1.54,365
P000479,Lyons Tea Milk 1L,Beverage,0.95,14
P000480,Evian Orange Juice 1L,Beverage,1.38,180
P000481,Dettol Dishwashing Liquid 900ml,Household,1.45,730
P000482,Barry's Tea Sparkling Water 1.5L,Beverage,0.77,365
P000483,Pepsi Tea Bags 160ct,Beverage,2.09,90
P000484,Ballygowan Energy Drink 500ml,Beverage,1.0,14
P000485,Dove Body Wash 500ml,Personal Care,1.37,730
P000486,Cadbury Frozen Peas 900g,Food,1.38,180
P000487,Barry's Tea Instant Coffee 100g,Food,2.02,30
P000488,Pampers Nappies Size 5,Personal Care,8.36,730
P000489,Tesco Conditioner 400ml,Personal Care,1.82,1095
P000490,Ballygowan Orange Juice 1L,Beverage,0.98,90
P000491,Pepsi Iced Coffee 250ml,Beverage,0.87,30
P000492,Chivers Butter 250g,Food,1.62,180
P000493,Heinz Gravy Granules 190g,Food,0.58,365
P000494,Evian Instant Coffee 100g,Beverage,2.66,365
P000495,Nestlé Pasta Sauce 500g,Food,1.52,90
P000496,Pepsi Energy Drink 500ml,Beverage,0.91,180
P000497,Kellogg's Gravy Granules 190g,Food,0.8,365
P000498,Huggies Shampoo 400ml,Personal Care,1.13,365
P000499,Huggies Baby Wipes 64ct,Personal Care,1.47,730
P000500,Ariel Disinfectant Spray 750ml,Household,2.61,365
P000501,Nescafé Cola 2L,Beverage,1.14,365
P000502,Lyons Tea Tea Bags 160ct,Food,2.68,90
P000503,Persil Toilet Paper 9pk,Household,2.12,365
P000504,Dettol Laundry Detergent 1.3L,Household,4.54,365
P000505,Cadbury Tomato Ketchup 460g,Food,1.36,30
P000506,Huggies Deodorant 150ml,Personal Care,1.28,365
P000507,Tesco Toilet Paper 18pk,Household,5.49,1095
P000508,Gillette Shampoo 400ml,Personal Care,1.46,730
P000509,Ariel Laundry Detergent 2.6L,Household,6.95,1095
P000510,Kerrygold Still Water 500ml,Beverage,0.37,180
P000511,Nestlé Tomato Ketchup 460g,Food,0.94,365
P000512,Dove Toothbrush 4ct,Personal Care,0.9,365
P000513,Gillette Baby Wipes 64ct,Personal Care,1.24,365
P000514,Kellogg's Tomato Ketchup 460g,Food,0.97,180
P000515,Dairy Gold Crisps 150g,Food,0.69,180
P000516,Lyons Tea Butter 250g,Food,1.11,90
P000517,Persil Bleach 1L,Household,0.91,730
P000518,Tesco Body Wash 500ml,Personal Care,1.6,730
P000519,Bisto Pasta Sauce 500g,Food,1.27,180
P000520,Nescafé Milk 2L,Beverage,1.02,30
P000521,Oreo Chocolate Bar 100g,Food,0.6,180
P000522,Colgate Shampoo 400ml,Personal Care,1.83,730
P000523,Persil Toilet Paper 18pk,Household,4.34,365
P000524,Dettol Laundry Capsules 50ct,Household,7.94,730
P000525,Ballygowan Orange Juice 1L,Beverage,1.55,180
P000526,Nescafé Breakfast Cereal 500g,Food,2.02,14
P000527,Kellogg's Biscuits 300g,Food,1.26,7
P000528,McCain Tea Bags 160ct,Food,2.39,180
P000529,Colgate Conditioner 400ml,Personal Care,1.61,365
P000530,Fairy Toilet Paper 18pk,Household,3.18,1095
P000531,Gillette Toothbrush 4ct,Personal Care,0.94,365
P000532,Tesco Razor Blades 4ct,Personal Care,3.9,730
P000533,Nescafé Milk 1L,Beverage,0.94,30
P000534,Ariel Laundry Detergent 1.3L,Household,3.3,365
P000535,Pampers Shampoo 400ml,Personal Care,1.47,365
P000536,Fairy Laundry Capsules 30ct,Household,6.52,730
P000537,McCain Tomato Ketchup 460g,Food,1.13,180
P000538,Lyons Tea Orange Juice 1L,Beverage,1.3,14
P000539,Nescafé Biscuits 154g,Food,0.6,365
P000540,Colgate Nappies Size 5,Personal Care,6.97,730
P000541,Coca-Cola Milk 1L,Beverage,1.06,365
P000542,Bisto Butter 500g,Food,2.41,14
P000543,Tesco Surface Wipes 70ct,Household,1.46,730
P000544,Coca-Cola Milk 1L,Beverage,1.08,90
P000545,Kellogg's Frozen Peas 900g,Food,1.1,30
P000546,Barry's Tea Instant Coffee 100g,Food,2.59,30
P000547,Dettol Laundry Detergent 2.6L,Household,6.49,365
P000548,Lyons Tea Lemon-Lime Soda 2L,Beverage,0.97,180
P000549,Tesco Laundry Detergent 2.6L,Household,7.69,730
P000550,Kerrygold Lemon-Lime Soda 2L,Beverage,0.96,365
P000551,Gillette Toothpaste 75ml,Personal Care,1.19,365
P000552,Nescafé Still Water 1.5L,Beverage,0.61,180
P000553,Barry's Tea Sparkling Water 500ml,Beverage,0.41,365
P000554,Colgate Baby Wipes 64ct,Personal Care,1.64,730
P000555,Nescafé Jam 340g,Food,0.92,7
P000556,Kerrygold Cheddar Cheese 400g,Food,1.81,14
P000557,Knorr Instant Coffee 200g,Food,2.26,180
P000558,Dettol Dishwashing Liquid 450ml,Household,1.33,365
P000559,Coca-Cola Orange Juice 1L,Beverage,1.55,365
P000560,Persil Surface Wipes 70ct,Household,1.29,365
P000561,Nestlé Greek Yogurt 500g,Food,1.71,14
P000562,Kerrygold Jam 340g,Food,1.07,7
P000563,Barry's Tea Butter 500g,Food,2.95,180
P000564,McCain Biscuits 300g,Food,1.17,7
P000565,Barry's Tea Iced Coffee 250ml,Beverage,0.86,365
P000566,Lyons Tea Tomato Ketchup 460g,Food,0.85,14
P000567,Lyons Tea Frozen Chips 1.5kg,Food,3.69,30
P000568,Dove Body Wash 500ml,Personal Care,2.74,1095
P000569,Kellogg's Frozen Peas 900g,Food,1.38,7
P000570,Barry's Tea Instant Coffee 100g,Beverage,2.54,90
P000571,Tesco Toilet Paper 18pk,Household,4.21,1095
P000572,Cadbury Tea Bags 160ct,Food,2.25,180
P000573,Barry's Tea Cola 500ml,Beverage,0.72,90
P000574,Pampers Toothpaste 75ml,Personal Care,0.77,365
P000575,Dove Baby Wipes 64ct,Personal Care,1.02,730
P000576,Bisto Pasta Sauce 500g,Food,1.27,30
P000577,Tesco Hand Sanitiser 250ml,Personal Care,1.12,365
P000578,Coca-Cola Orange Juice 1L,Beverage,0.78,90
P000579,Heinz Frozen Chips 1.5kg,Food,2.54,30
P000580,Nescafé Sparkling Water 500ml,Beverage,0.7,90
P000581,Dettol Deodorant 150ml,Personal Care,1.62,365
P000582,Lyons Tea Energy Drink 500ml,Beverage,0.67,365
P000583,Barry's Tea Chocolate Bar 40g,Food,0.52,180
P000584,Evian Tea Bags 80ct,Beverage,2.21,14
P000585,Oreo Tea Bags 160ct,Food,2.48,180
P000586,Oreo Tea Bags 80ct,Food,1.78,90
P000587,Lyons Tea Chocolate Bar 40g,Food,0.42,30
P000588,Oreo Chocolate Bar 40g,Food,0.58,180
P000589,Bisto Biscuits 300g,Food,1.22,365
P000590,Nescafé Gravy Granules 190g,Food,0.7,180
P000591,Barry's Tea Lemon-Lime Soda 330ml,Beverage,0.43,90
P000592,Kerrygold Crisps 150g,Food,0.66,180
P000593,Lyons Tea Crisps 150g,Food,0.56,14
P000594,Dettol Toothpaste 75ml,Personal Care,1.22,730
P000595,Kerrygold Milk 2L,Beverage,1.38,90
P000596,Tesco Kitchen Towels 4pk,Household,1.54,730
P000597,Bisto Instant Coffee 100g,Food,2.7,30
P000598,Lyons Tea Butter 250g,Food,1.49,14
P000599,Chivers Tea Bags 160ct,Food,1.74,180
P000600,Nestlé Gravy Granules 190g,Food,0.73,7
P000601,Nestlé Cheddar Cheese 400g,Food,1.88,30
P000602,Lyons Tea Biscuits 300g,Food,1.08,7
P000603,Lyons Tea Jam 340g,Food,1.05,30
P000604,McCain Pasta Sauce 500g,Food,1.41,90
P000605,Coca-Cola Milk 1L,Beverage,0.83,365
P000606,Heinz Instant Coffee 100g,Food,2.69,90
P000607,Heinz Biscuits 300g,Food,0.88,7
P000608,Ballygowan Instant Coffee 100g,Beverage,2.68,90
P000609,Dettol Surface Wipes 70ct,Household,1.66,365
P000610,Weetabix Pasta Sauce 500g,Food,1.15,90
P000611,Fairy Bleach 1L,Household,0.78,365
P000612,Kerrygold Lemon-Lime Soda 2L,Beverage,1.05,90
P000613,Chivers Tomato Ketchup 460g,Food,1.11,14
P000614,Tesco Deodorant 150ml,Personal Care,1.29,365
P000615,Huggies Baby Wipes 64ct,Personal Care,1.01,1095
P000616,Chivers Gravy Granules 190g,Food,0.65,365
P000617,Nestlé Butter 250g,Food,1.56,14
P000618,Tesco Surface Wipes 70ct,Household,1.51,730
P000619,Tesco Bleach 1L,Household,0.91,730
P000620,Bisto Tomato Ketchup 460g,Food,0.89,30
P000621,Nescafé Breakfast Cereal 500g,Food,2.07,14
P000622,Birds Eye Butter 500g,Food,2.28,14
P000623,Evian Instant Coffee 100g,Beverage,1.58,14
P000624,Pepsi Sparkling Water 500ml,Beverage,0.44,180
P000625,Nestlé Jam 340g,Food,0.81,30
P000626,Evian Milk 2L,Beverage,1.21,14
P000627,Persil Surface Wipes 70ct,Household,1.67,730
P000628,Barry's Tea Chocolate Bar 40g,Food,0.48,14
P000629,Oreo Tomato Ketchup 460g,Food,1.33,90
P000630,Dettol Bleach 1L,Household,0.74,730
P000631,Pampers Toothpaste 75ml,Personal Care,1.08,365
P000632,Coca-Cola Lemon-Lime Soda 330ml,Beverage,0.49,180
P000633,Ballygowan Orange Juice 1L,Beverage,1.33,90
P000634,Birds Eye Greek Yogurt 500g,Food,1.7,180
P000635,Dairy Gold Tomato Ketchup 460g,Food,1.13,180
P000636,Kerrygold Sparkling Water 1.5L,Beverage,0.69,180
P000637,Lyons Tea Instant Coffee 200g,Food,2.37,180
P000638,Heinz Frozen Chips 1.5kg,Food,2.01,90
P000639,Lyons Tea Butter 500g,Food,1.5,14
P000640,Lyons Tea Greek Yogurt 500g,Food,1.38,90
P000641,Cadbury Frozen Peas 900g,Food,1.27,14
P000642,Weetabix Pasta Sauce 500g,Food,1.19,14
P000643,Lyons Tea Chocolate Bar 100g,Food,0.57,90
P000644,Chivers Breakfast Cereal 375g,Food,1.57,14
P000645,Dettol Conditioner 400ml,Personal Care,1.11,730
P000646,Nescafé Cola 330ml,Beverage,0.43,180
P000647,Persil Toilet Paper 9pk,Household,1.98,365
P000648,Fairy Kitchen Towels 4pk,Household,1.44,1095
P000649,Nescafé Iced Coffee 250ml,Beverage,1.0,30
P000650,Barry's Tea Breakfast Cereal 375g,Food,1.26,365
P000651,Ballygowan Lemon-Lime Soda 2L,Beverage,0.91,30
P000652,Nescafé Energy Drink 500ml,Beverage,1.2,90
P000653,Ariel Disinfectant Spray 750ml,,1.97,730
P000654,Barry's Tea Greek Yogurt 500g,Food,1.45,14
P000655,Bisto Tomato Ketchup 460g,Food,1.27,7
P000656,Nestlé Gravy Granules 190g,Food,1.25,365
P000657,Barry's Tea Frozen Peas 900g,Food,1.63,14
P000658,Barry's Tea Iced Coffee 250ml,Beverage,0.48,180
P000659,Pepsi Orange Juice 1L,Beverage,1.15,180
P000660,Kellogg's Frozen Peas 900g,Food,1.19,30
P000661,Colgate Hand Sanitiser 250ml,Personal Care,1.01,365
P000662,Ballygowan Still Water 500ml,Beverage,0.52,180
P000663,McCain Biscuits 300g,Food,0.79,90
P000664,Lyons Tea Breakfast Cereal 500g,Food,1.86,30
P000665,Birds Eye Greek Yogurt 500g,Food,1.67,7
P000666,Knorr Biscuits 154g,Food,0.49,90
P000667,Bisto Tomato Ketchup 460g,Food,1.07,14
P000668,McCain Jam 340g,Food,0.92,180
P000669,Lyons Tea Biscuits 154g,Food,0.74,180
P000670,Oreo Gravy Granules 190g,Food,0.61,90
P000671,Tesco Baby Wipes 64ct,Personal Care,1.22,730
P000672,Kerrygold Butter 250g,Food,1.62,180
P000673,Pepsi Iced Coffee 250ml,Beverage,1.0,180
P000674,McCain Tomato Ketchup 460g,Food,1.04,30
P000675,Gillette Toothpaste 75ml,Personal Care,0.91,1095
P000676,Nescafé Biscuits 300g,Food,0.98,30
P000677,Kerrygold Frozen Chips 1.5kg,Food,2.34,7
P000678,Dove Razor Blades 4ct,Personal Care,3.78,365
P000679,Dove Body Wash 500ml,Personal Care,1.94,365
P000680,Persil Laundry Capsules 30ct,Household,4.48,365
P000681,Knorr Greek Yogurt 500g,Food,1.37,90
P000682,McCain Tea Bags 80ct,Food,1.49,180
P000683,Ariel Toilet Paper 9pk,Household,2.22,1095
P000684,Pampers Deodorant 150ml,Personal Care,1.73,365
P000685,Lyons Tea Lemon-Lime Soda 2L,Beverage,1.04,30
P000686,Pepsi Lemon-Lime Soda 2L,Beverage,1.09,365
P000687,Lyons Tea Instant Coffee 200g,Food,1.89,180
P000688,Dettol Bleach 1L,Household,0.82,365
P000689,Kerrygold Chocolate Bar 40g,Food,0.5,30
P000690,Chivers Butter 250g,Food,1.42,7
P000691,Nescafé Chocolate Bar 40g,Food,0.51,90
P000692,Pepsi Tea Bags 80ct,Beverage,1.66,90
P000693,Knorr Chocolate Bar 100g,Food,0.57,7
P000694,Lyons Tea Crisps 150g,Food,0.5,365
P000695,Ballygowan Lemon-Lime Soda 330ml,Beverage,0.41,90
P000696,Barry's Tea Crisps 150g,Food,0.6,365
P000697,Kerrygold Still Water 500ml,Beverage,0.49,365
P000698,Knorr Chocolate Bar 100g,Food,0.5,7
P000699,Pepsi Iced Coffee 250ml,Beverage,0.77,180
P000700,Evian Energy Drink 500ml,Beverage,1.08,90
P000701,Dairy Gold Instant Coffee 200g,Food,2.15,90
P000702,Weetabix Gravy Granules 190g,Food,0.61,30
P000703,Chivers Frozen Chips 1.5kg,Food,2.07,30
P000704,McCain Gravy Granules 190g,Food,0.58,90
P000705,Huggies Hand Sanitiser 250ml,Personal Care,1.06,730
P000706,Dairy Gold Breakfast Cereal 500g,Food,2.16,30
P000707,Ariel Laundry Detergent 1.3L,Household,3.43,730
P000708,Cadbury Pasta Sauce 500g,Food,1.43,90
P000709,Tesco Bleach 1L,Household,0.85,1095
P000710,Dettol Bleach 1L,Household,0.53,730
P000711,Pepsi Instant Coffee 200g,Beverage,2.67,180
P000712,Nescafé Orange Juice 1L,Beverage,1.24,180
P000713,Birds Eye Frozen Peas 900g,Food,1.95,7
P000714,Nescafé Pasta Sauce 500g,Food,1.0,180
P000715,Dove Body Wash 500ml,Personal Care,1.72,365
P000716,Dettol Laundry Capsules 30ct,Household,4.19,365
P000717,Dove Baby Wipes 64ct,Personal Care,1.41,1095
P000718,Barry's Tea Frozen Peas 900g,Food,1.33,14
P000719,Ariel Kitchen Towels 4pk,Household,2.1,365
P000720,Pampers Toothbrush 4ct,Personal Care,0.83,1095
P000721,Chivers Instant Coffee 100g,Food,2.13,180
P000722,Nestlé Chocolate Bar 100g,Food,0.48,30
P000723,Fairy Bleach 1L,Household,0.79,365
P000724,Ballygowan Milk 2L,Beverage,1.31,30
P000725,Persil Laundry Detergent 1.3L,Household,3.51,1095
P000726,Kellogg's Jam 340g,Food,0.92,7
P000727,Persil Disinfectant Spray 750ml,Household,2.09,365
P000728,Birds Eye Crisps 150g,Food,0.6,180
P000729,Kerrygold Gravy Granules 190g,Food,0.71,365
P000730,Barry's Tea Frozen Chips 1.5kg,Food,2.63,14
P000731,Persil Dishwashing Liquid 450ml,Household,0.94,365
P000732,Fairy Toilet Paper 9pk,Household,1.6,730
P000733,Coca-Cola Instant Coffee 200g,Beverage,1.92,90
P000734,Bisto Frozen Peas 900g,Food,1.72,180
P000735,Dove Toothpaste 75ml,Personal Care,0.91,365
P000736,Nescafé Breakfast Cereal 500g,Food,2.22,14
P000737,Ariel Disinfectant Spray 750ml,Household,1.98,365
P000738,Bisto Jam 340g,Food,0.97,14
P000739,Oreo Biscuits 154g,Food,0.6,180
P000740,Kerrygold Milk 1L,Beverage,1.06,30
P000741,Nescafé Breakfast Cereal 500g,Food,1.42,90
P000742,Ariel Surface Wipes 70ct,Household,1.38,365
P000743,Nescafé Lemon-Lime Soda 330ml,Beverage,0.7,90
P000744,Dairy Gold Chocolate Bar 40g,Food,0.47,14
P000745,Huggies Conditioner 400ml,Personal Care,0.95,365
P000746,McCain Frozen Chips 1.5kg,Food,3.19,14
P000747,Ballygowan Cola 500ml,Beverage,0.78,90
P000748,Tesco Baby Wipes 64ct,Personal Care,1.57,365
P000749,Kerrygold Instant Coffee 100g,Beverage,2.0,180
P000750,Nescafé Pasta Sauce 500g,Food,1.11,90
P000751,Gillette Nappies Size 5,Personal Care,9.07,1095
P000752,Pepsi Sparkling Water 1.5L,Beverage,0.72,180
P000753,McCain Breakfast Cereal 375g,Food,0.86,7
P000754,Nescafé Biscuits 300g,Food,0.99,14
P000755,Tesco Surface Wipes 70ct,Household,1.68,730
P000756,Pepsi Orange Juice 1L,Beverage,1.32,30
P000757,Coca-Cola Instant Coffee 200g,Beverage,1.64,90
P000758,Dove Baby Wipes 64ct,Personal Care,1.31,730
P000759,Ariel Bleach 1L,Household,0.89,730
P000760,Nescafé Biscuits 154g,Food,0.74,30
P000761,Birds Eye Butter 250g,Food,1.38,90
P000762,Nescafé Chocolate Bar 100g,Food,0.59,365
P000763,Persil Kitchen Towels 2pk,Household,1.12,1095
P000764,McCain Frozen Peas 900g,Food,1.05,7
P000765,Nescafé Still Water 500ml,Beverage,0.42,180
P000766,Persil Surface Wipes 70ct,Household,1.34,730
P000767,Pampers Baby Wipes 64ct,Personal Care,1.23,365
P000768,Cadbury Crisps 150g,Food,0.75,30
P000769,Persil Surface Wipes 70ct,Household,1.66,1095
P000770,Barry's Tea Instant Coffee 200g,Food,1.89,30
P000771,Dettol Laundry Capsules 50ct,Household,7.52,1095
P000772,Bisto Greek Yogurt 500g,Food,2.05,30
P000773,Knorr Frozen Peas 900g,Food,1.0,90
P000774,Fairy Laundry Capsules 50ct,Household,7.92,365
P000775,Bisto Crisps 150g,Food,0.57,7
P000776,Kellogg's Greek Yogurt 500g,Food,1.89,14
P000777,Ariel Laundry Detergent 2.6L,Household,4.97,365
P000778,Ariel Laundry Capsules 50ct,Household,7.38,730
P000779,Evian Lemon-Lime Soda 2L,Beverage,1.38,90
P000780,Dettol Bleach 1L,Household,0.99,365
P000781,Ballygowan Iced Coffee 250ml,Beverage,0.64,30
P000782,Kellogg's Cheddar Cheese 200g,Food,2.24,14
P000783,Dairy Gold Cheddar Cheese 400g,Food,2.04,90
P000784,Weetabix Instant Coffee 200g,Food,1.72,180
P000785,Colgate Hand Sanitiser 250ml,Personal Care,1.02,730
P000786,Ballygowan Still Water 500ml,Beverage,0.33,365
P000787,Cadbury Biscuits 300g,Food,1.32,14
P000788,Pepsi Still Water 1.5L,Beverage,0.62,365
P000789,Colgate Conditioner 400ml,Personal Care,1.59,1095
P000790,McCain Greek Yogurt 500g,Food,1.19,90
P000791,Evian Tea Bags 80ct,Beverage,1.33,365
P000792,Coca-Cola Cola 500ml,Beverage,0.74,180
P000793,Kerrygold Sparkling Water 500ml,Beverage,0.47,90
P000794,Weetabix Tea Bags 160ct,Food,1.94,180
P000795,Dettol Razor Blades 8ct,Personal Care,5.52,365
P000796,Tesco Hand Sanitiser 250ml,Personal Care,1.12,365
P000797,Nescafé Still Water 1.5L,Beverage,0.71,90
P000798,Persil Toilet Paper 18pk,Household,4.54,365
P000799,Colgate Deodorant 150ml,Personal Care,1.98,1095
P000800,Fairy Laundry Detergent 1.3L,Household,4.83,365
P000801,Lyons Tea Frozen Chips 1.5kg,Food,2.32,14
P000802,Coca-Cola Tea Bags 80ct,Beverage,1.72,180
P000803,Ballygowan Energy Drink 500ml,Beverage,0.87,180
P000804,Heinz Frozen Chips 1.5kg,Food,2.73,14
P000805,Fairy Bleach 1L,Household,0.67,365
P000806,Tesco Conditioner 400ml,Personal Care,1.54,1095
P000807,Dove Razor Blades 8ct,Personal Care,5.63,1095
P000808,Nescafé Still Water 500ml,Beverage,0.44,365
P000809,Cadbury Pasta Sauce 500g,Food,1.52,7
P000810,Pampers Hand Sanitiser 250ml,Personal Care,0.53,730
P000811,Ariel Bleach 1L,Household,0.66,365
P000812,Nescafé Pasta Sauce 500g,Food,1.57,365
P000813,Dettol Body Wash 500ml,Personal Care,2.02,365
P000814,Dettol Nappies Size 5,Personal Care,4.68,730
P000815,Nescafé Iced Coffee 250ml,Beverage,0.63,180
P000816,Kerrygold Milk 1L,Beverage,1.12,365
P000817,Oreo Cheddar Cheese 400g,Food,1.54,7
P000818,Barry's Tea Butter 500g,Food,2.21,7
P000819,Cadbury Cheddar Cheese 200g,Food,1.53,7
P000820,Persil Laundry Capsules 30ct,Household,5.6,365
P000821,Birds Eye Cheddar Cheese 400g,Food,1.99,180
P000822,Cadbury Chocolate Bar 40g,Food,0.44,180
P000823,Chivers Greek Yogurt 500g,Food,1.4,30
P000824,Nescafé Iced Coffee 250ml,Beverage,0.88,90
P000825,Gillette Shampoo 400ml,Personal Care,1.85,365
P000826,Barry's Tea Frozen Peas 900g,Food,1.76,180
P000827,Kellogg's Jam 340g,Food,1.26,14
P000828,Fairy Surface Wipes 70ct,Household,1.8,730
P000829,Barry's Tea Still Water 1.5L,Beverage,0.67,14
P000830,Lyons Tea Tomato Ketchup 460g,Food,1.05,14
P000831,Kerrygold Sparkling Water 500ml,Beverage,0.49,90
P000832,Birds Eye Cheddar Cheese 200g,Food,0.88,180
P000833,Heinz Biscuits 300g,Food,1.28,90
P000834,Kerrygold Iced Coffee 250ml,Beverage,0.68,180
P000835,Oreo Frozen Peas 900g,Food,1.66,180
P000836,Tesco Conditioner 400ml,Personal Care,1.52,1095
P000837,Oreo Tomato Ketchup 460g,Food,1.02,90
P000838,Evian Instant Coffee 200g,Beverage,2.13,30
P000839,Ballygowan Instant Coffee 200g,Beverage,2.18,365
P000840,Weetabix Chocolate Bar 40g,Food,0.56,90
P000841,Persil Bleach 1L,Household,0.76,730
P000842,Barry's Tea Instant Coffee 100g,Food,1.83,14
P000843,Gillette Toothbrush 2ct,Personal Care,0.85,1095
P000844,Oreo Chocolate Bar 40g,Food,0.41,180
P000845,Weetabix Biscuits 154g,Food,0.43,180
P000846,Cadbury Crisps 150g,Food,0.74,7
P000847,Colgate Deodorant 150ml,Personal Care,1.55,365
P000848,Nescafé Milk 1L,Beverage,0.95,90
P000849,Coca-Cola Iced Coffee 250ml,Beverage,0.61,30
P000850,Chivers Breakfast Cereal 500g,Food,1.83,90
P000851,Tesco Dishwashing Liquid 450ml,Household,1.13,365
P000852,Weetabix Frozen Chips 1.5kg,Food,3.12,30
P000853,Gillette Nappies Size 4,Personal Care,8.94,730
P000854,Birds Eye Breakfast Cereal 500g,Food,1.67,90
P000855,Kerrygold Instant Coffee 200g,Food,1.82,90
P000856,Oreo Tea Bags 80ct,Food,1.75,14
P000857,Kerrygold Cola 500ml,Beverage,0.6,180
P000858,Pepsi Cola 2L,Beverage,0.72,30
P000859,Chivers Tomato Ketchup 460g,Food,0.93,14
P000860,Dettol Laundry Detergent 2.6L,Household,7.58,365
P000861,Coca-Cola Milk 2L,Beverage,1.17,180
P000862,Lyons Tea Sparkling Water 500ml,Beverage,0.42,90
P000863,Chivers Frozen Peas 900g,Food,1.4,14
P000864,Birds Eye Crisps 150g,Food,0.5,14
P000865,Coca-Cola Energy Drink 500ml,Beverage,1.21,365
P000866,Bisto Greek Yogurt 500g,Food,1.49,30
P000867,Nescafé Cheddar Cheese 400g,Food,1.9,14
P000868,Gillette Toothpaste 75ml,Personal Care,0.64,730
P000869,Huggies Toothbrush 2ct,Personal Care,0.96,1095
P000870,McCain Jam 340g,Food,1.31,365
P000871,Nestlé Biscuits 154g,Food,0.44,180
P000872,Barry's Tea Cola 330ml,Beverage,0.62,90
P000873,Kellogg's Greek Yogurt 500g,Food,1.39,180
P000874,Heinz Instant Coffee 100g,Food,2.98,180
P000875,McCain Crisps 150g,Food,0.58,14
P000876,Tesco Laundry Detergent 2.6L,Household,5.54,365
P000877,Tesco Kitchen Towels 2pk,Household,1.11,365
P000878,Chivers Greek Yogurt 500g,Food,1.63,180
P000879,Bisto Frozen Peas 900g,Food,1.24,14
P000880,Birds Eye Pasta Sauce 500g,Food,1.23,90
P000881,Fairy Disinfectant Spray 750ml,Household,2.39,1095
P000882,Cadbury Frozen Peas 900g,Food,1.58,14
P000883,Weetabix Frozen Chips 1.5kg,Food,2.42,180
P000884,Ariel Disinfectant Spray 750ml,Household,2.2,365
P000885,Cadbury Frozen Peas 900g,Food,1.12,7
P000886,Dettol Dishwashing Liquid 900ml,Household,2.06,730
P000887,Oreo Frozen Peas 900g,Food,1.41,365
P000888,Lyons Tea Frozen Chips 1.5kg,Food,2.84,30
P000889,Oreo Tea Bags 80ct,Food,1.96,180
P000890,Ariel Laundry Detergent 1.3L,Household,4.09,365
P000891,Gillette Hand Sanitiser 250ml,Personal Care,0.96,1095
P000892,Fairy Dishwashing Liquid 900ml,Household,1.75,365
P000893,Chivers Cheddar Cheese 400g,Food,2.17,14
P000894,Fairy Laundry Detergent 1.3L,Household,4.45,1095
P000895,Chivers Tomato Ketchup 460g,Food,1.03,180
P000896,McCain Chocolate Bar 40g,Food,0.48,180
P000897,Dove Nappies Size 3,Personal Care,5.68,1095
P000898,Weetabix Greek Yogurt 500g,Food,1.59,365
P000899,Lyons Tea Jam 340g,Food,1.0,7
P000900,Birds Eye Cheddar Cheese 400g,Food,1.85,14
P000901,Weetabix Tomato Ketchup 460g,Food,1.27,30
